timestamp,log_level,message,value,session_length,num_failed_attempts,label
2024-01-01 00:00:00,ERROR,User login successful,0.40301306267141146,65.92838936185413,3,1
2024-01-01 00:01:00,ERROR,File accessed,0.02405406463073012,50.74063810950127,4,1
2024-01-01 00:02:00,INFO,Service started,0.6606108850572536,4.508991517823343,3,0
2024-01-01 00:03:00,WARNING,File accessed,-0.2796705727776134,59.03579849318052,5,0
2024-01-01 00:04:00,WARNING,User login failed,0.9200227890136916,15.04684977180634,3,0
2024-01-01 00:05:00,ERROR,User login failed,0.4603458383350989,43.21655202374546,3,1
2024-01-01 00:06:00,INFO,Unauthorized access attempt,0.8592489464054012,72.18234242061989,2,0
2024-01-01 00:07:00,WARNING,Unauthorized access attempt,-0.8199237808627544,19.49369861920326,3,0
2024-01-01 00:08:00,ERROR,Service started,-0.7975491739038518,47.98172419813306,3,0
2024-01-01 00:09:00,DEBUG,File accessed,0.31476227814331526,87.97973341077326,1,1
2024-01-01 00:10:00,INFO,User login failed,0.5199322763477452,48.37133735906699,2,1
2024-01-01 00:11:00,INFO,User login failed,0.7266759820079587,20.87765079704346,3,1
2024-01-01 00:12:00,CRITICAL,User login successful,0.6827738982039486,29.137661062770878,4,1
2024-01-01 00:13:00,WARNING,User login failed,-0.5140917848626356,91.69112185438607,4,1
2024-01-01 00:14:00,CRITICAL,Unauthorized access attempt,0.010054811133078045,23.736449369830698,4,1
2024-01-01 00:15:00,WARNING,Unauthorized access attempt,0.7070001844244547,1.8022802454460325,3,1
2024-01-01 00:16:00,CRITICAL,Service started,-0.42785281079263227,61.44615684265936,5,1
2024-01-01 00:17:00,INFO,Service started,-0.17201190537004352,5.785352720294325,0,0
2024-01-01 00:18:00,INFO,User login successful,0.6297065347279256,58.53881457994284,3,0
2024-01-01 00:19:00,ERROR,Configuration change detected,-0.5887225128199847,39.8173112366773,4,1
2024-01-01 00:20:00,ERROR,Configuration change detected,0.7219795511808802,52.98891146396116,3,1
2024-01-01 00:21:00,WARNING,File accessed,-0.723294833413036,60.51459383061421,4,0
2024-01-01 00:22:00,WARNING,Configuration change detected,0.1898992933973438,63.37558748394542,5,0
2024-01-01 00:23:00,INFO,Service started,0.2568659452473028,91.62357679075203,2,1
2024-01-01 00:24:00,ERROR,Service stopped,0.8050423816897627,19.42266881775639,5,1
2024-01-01 00:25:00,DEBUG,User login successful,0.34579529972786305,61.07060581842738,4,0
2024-01-01 00:26:00,CRITICAL,Configuration change detected,-0.8125495512845746,23.68490992150316,0,1
2024-01-01 00:27:00,WARNING,File accessed,0.7513812404113029,71.57901995705055,4,0
2024-01-01 00:28:00,CRITICAL,Configuration change detected,-0.67533538836936,31.6302549899823,4,0
2024-01-01 00:29:00,WARNING,File accessed,-0.22908745004998043,78.17122387628869,1,1
2024-01-01 00:30:00,CRITICAL,Unauthorized access attempt,0.4503885229951681,57.27157773922367,3,0
2024-01-01 00:31:00,CRITICAL,Service stopped,-0.5267642084292261,98.60611253724763,5,0
2024-01-01 00:32:00,CRITICAL,Service stopped,0.40202952201522746,22.817571936342524,2,1
2024-01-01 00:33:00,INFO,Configuration change detected,-0.9961136743840509,50.462776811053836,1,0
2024-01-01 00:34:00,INFO,Configuration change detected,-0.42222553165164256,80.78802962854587,3,1
2024-01-01 00:35:00,WARNING,Unauthorized access attempt,-0.09687286242553683,81.8404782555787,2,0
2024-01-01 00:36:00,CRITICAL,Configuration change detected,-0.4839256839256483,21.647502879851153,0,0
2024-01-01 00:37:00,CRITICAL,User login successful,-0.06387874572994923,94.36115332016462,3,0
2024-01-01 00:38:00,WARNING,User login successful,-0.7689614082456484,93.57259139054814,4,1
2024-01-01 00:39:00,INFO,User login failed,-0.7960668315280885,67.74174854441662,4,0
2024-01-01 00:40:00,DEBUG,Configuration change detected,0.7191783296563936,96.90391939976979,5,1
2024-01-01 00:41:00,CRITICAL,Unauthorized access attempt,-0.9896552347803573,17.447476320818485,2,1
2024-01-01 00:42:00,CRITICAL,File accessed,0.2731906822926484,67.85532819535372,4,1
2024-01-01 00:43:00,DEBUG,Service stopped,-0.4987472326660123,48.010939742389645,3,1
